match_id,match_date,home_team,away_team,period,minute,second,team,player,jersey_number,position,event_type,outcome,recipient,x,y,end_x,end_y,xg,possession_team,duration,card,notes,home_colour,away_colour
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,7,34,Aurora Forge FC,Leo Thompson,7,Right Wing,Pass,Complete,Henry Wilson,51.6,58.7,80.5,61.9,,Aurora Forge FC,1.6,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,7,38,Velvet Comet Athletic,James Lee,2,Right Back,Pressure,Applied,,104.6,34.6,,,,Velvet Comet Athletic,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,7,44,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Complete,Noah Singh,44.5,8.6,41.4,22.6,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,8,1,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Jack Murphy,94.6,22.7,119.0,28.9,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,8,37,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Incomplete,Henry Wilson,53.6,21.2,37.4,26.0,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,8,48,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pressure,Applied,,100.6,55.1,,,,Aurora Forge FC,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,9,58,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Archie Brown,94.8,61.0,84.7,53.2,,Aurora Forge FC,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,10,9,Velvet Comet Athletic,William Scott,5,Centre Back,Pass,Complete,Jacob Green,22.3,35.1,11.1,44.7,,Velvet Comet Athletic,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,10,33,Velvet Comet Athletic,Oscar Baker,9,Striker,Pass,Complete,Harrison King,78.4,69.6,71.1,79.0,,Velvet Comet Athletic,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,11,22,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pass,Complete,Jacob Green,80.8,71.5,90.7,72.7,,Velvet Comet Athletic,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,11,31,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Complete,Charlie Davis,105.2,19.4,90.3,35.7,,Aurora Forge FC,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,12,5,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pass,Complete,Harrison King,25.8,67.8,48.5,59.4,,Velvet Comet Athletic,2.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,12,9,Aurora Forge FC,Noah Singh,2,Right Back,Pressure,Applied,,33.6,41.0,,,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,12,15,Aurora Forge FC,Leo Thompson,7,Right Wing,Pass,Incomplete,Lucas Martin,65.9,15.5,74.2,6.6,,Aurora Forge FC,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,12,52,Velvet Comet Athletic,Jacob Green,11,Left Wing,Shot,Saved,,105,55,,,0.11,Velvet Comet Athletic,0.8,,Low shot,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,13,9,Velvet Comet Athletic,James Lee,2,Right Back,Pass,Incomplete,Alexander Young,57.0,71.4,83.8,67.0,,Velvet Comet Athletic,1.5,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,13,46,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Complete,Ethan Cole,40.7,42.4,63.6,28.2,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,14,25,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Pass,Complete,Leo Thompson,69.0,53.4,84.3,43.6,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,14,31,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Complete,Charlie Davis,72.5,19.4,62.8,8.4,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,14,48,Aurora Forge FC,Max Anderson,9,Striker,Pressure,Applied,,77.7,35.3,,,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,15,5,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Complete,Charlie Davis,55.8,38.9,63.9,49.1,,Aurora Forge FC,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,15,13,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Complete,Joshua Hall,12.1,68.9,34.6,79.0,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,16,32,Aurora Forge FC,Leo Thompson,7,Right Wing,Interception,Won,,85.4,29.8,,,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,16,42,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Complete,Charlie Davis,65.8,21.6,91.4,17.4,,Aurora Forge FC,2.4,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,16,43,Velvet Comet Athletic,Harrison King,8,Centre Midfield,Pass,Complete,William Scott,26.7,68.2,50.5,61.5,,Velvet Comet Athletic,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,16,50,Aurora Forge FC,Liam Hart,1,Goalkeeper,Interception,Won,,92.0,16.6,,,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,17,12,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Incomplete,Max Anderson,80.9,46.2,104.2,40.5,,Aurora Forge FC,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,17,18,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Harrison King,15.9,66.8,44.3,74.6,,Velvet Comet Athletic,0.8,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,18,13,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Shot,Blocked,,98,31,,,0.06,Aurora Forge FC,0.8,,Edge of box,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,18,51,Velvet Comet Athletic,Oscar Baker,9,Striker,Pass,Complete,Jacob Green,90.8,71.6,113.2,77.1,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,18,55,Aurora Forge FC,Ethan Cole,4,Centre Back,Pressure,Applied,,64.4,65.8,,,,Aurora Forge FC,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,19,26,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Incomplete,Liam Hart,95.6,72.2,119.0,74.1,,Aurora Forge FC,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,19,40,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Jack Murphy,50.1,52.7,40.0,59.6,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,20,17,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pass,Complete,William Scott,63.5,15.7,71.2,20.6,,Velvet Comet Athletic,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,20,25,Velvet Comet Athletic,William Scott,5,Centre Back,Pressure,Applied,,43.0,18.5,,,,Velvet Comet Athletic,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,20,31,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Jack Murphy,23.1,22.3,47.1,15.8,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,20,41,Aurora Forge FC,Leo Thompson,7,Right Wing,Pressure,Applied,,38.5,30.6,,,,Aurora Forge FC,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,20,46,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pressure,Applied,,57.4,43.3,,,,Aurora Forge FC,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,21,17,Velvet Comet Athletic,James Lee,2,Right Back,Pass,Incomplete,Thomas Evans,31.4,14.7,41.4,11.0,,Velvet Comet Athletic,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,21,53,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Pass,Complete,Thomas Evans,53.7,69.8,48.9,54.1,,Velvet Comet Athletic,0.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,22,11,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Complete,Leo Thompson,89.7,70.3,115.7,78.3,,Aurora Forge FC,0.8,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,22,25,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Cooper Wright,43.1,5.5,37.8,1.0,,Velvet Comet Athletic,1.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,22,38,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pressure,Applied,,62.4,24.6,,,,Velvet Comet Athletic,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,23,9,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Complete,Max Anderson,48.3,48.9,76.1,53.8,,Aurora Forge FC,2.1,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,23,20,Velvet Comet Athletic,Alexander Young,3,Left Back,Pressure,Applied,,50.3,46.8,,,,Velvet Comet Athletic,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,23,31,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Ethan Cole,55.3,30.9,71.7,31.7,,Aurora Forge FC,1.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,23,55,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pressure,Applied,,40.9,48.4,,,,Velvet Comet Athletic,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,24,25,Aurora Forge FC,Max Anderson,9,Striker,Shot,Goal,,111,42,,,0.34,Aurora Forge FC,0.8,,Central finish,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,24,48,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Complete,Charlie Davis,42.9,55.1,29.8,52.3,,Aurora Forge FC,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,24,59,Aurora Forge FC,Max Anderson,9,Striker,Pass,Complete,Oliver Chen,19.2,7.0,30.9,18.4,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,25,12,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Complete,Ryan Patel,97.1,12.0,116.1,24.8,,Velvet Comet Athletic,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,25,38,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Incomplete,Harrison King,99.0,43.9,114.9,60.7,,Velvet Comet Athletic,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,26,6,Velvet Comet Athletic,Harrison King,8,Centre Midfield,Pass,Complete,Joshua Hall,103.0,60.3,117.6,68.5,,Velvet Comet Athletic,1.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,26,43,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Incomplete,Leo Thompson,40.4,38.2,51.4,50.6,,Aurora Forge FC,2.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,27,59,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Complete,Ethan Cole,41.9,72.4,35.2,62.7,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,28,5,Velvet Comet Athletic,Alexander Young,3,Left Back,Interception,Won,,27.8,4.4,,,,Velvet Comet Athletic,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,28,8,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pass,Complete,James Lee,85.0,38.5,109.8,26.6,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,28,26,Aurora Forge FC,Jack Murphy,5,Centre Back,Pressure,Applied,,84.0,64.5,,,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,28,39,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Max Anderson,31.8,17.6,55.6,2.3,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,29,11,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pressure,Applied,,99.5,49.4,,,,Aurora Forge FC,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,29,19,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Pass,Complete,Joshua Hall,46.1,24.4,61.9,13.0,,Velvet Comet Athletic,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,29,34,Velvet Comet Athletic,James Lee,2,Right Back,Pressure,Applied,,105.8,5.6,,,,Velvet Comet Athletic,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,29,45,Velvet Comet Athletic,Oscar Baker,9,Striker,Shot,Saved,,107,35,,,0.18,Velvet Comet Athletic,0.8,,One-on-one,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,29,53,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Complete,Archie Brown,21.7,74.0,9.8,74.1,,Aurora Forge FC,2.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,30,17,Velvet Comet Athletic,James Lee,2,Right Back,Ball Recovery,Lost,,31.6,51.3,,,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,30,23,Aurora Forge FC,Noah Singh,2,Right Back,Pass,Complete,Oliver Chen,103.7,23.9,99.1,29.2,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,30,54,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Complete,Noah Singh,92.7,13.6,116.5,1.9,,Aurora Forge FC,2.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,31,16,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Complete,Lucas Martin,76.0,46.5,87.0,52.3,,Aurora Forge FC,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,31,34,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Incomplete,Lucas Martin,58.2,18.2,82.2,31.7,,Aurora Forge FC,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,32,16,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Duel,Lost,,21.3,22.4,,,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,32,28,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Incomplete,Cooper Wright,65.8,59.0,59.8,70.2,,Velvet Comet Athletic,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,32,47,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Complete,Henry Wilson,32.4,43.5,42.3,43.4,,Aurora Forge FC,0.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,33,38,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Cooper Wright,12.5,40.7,32.4,54.0,,Velvet Comet Athletic,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,33,38,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Joshua Hall,51.0,47.1,73.1,60.8,,Velvet Comet Athletic,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,34,1,Velvet Comet Athletic,Harrison King,8,Centre Midfield,Block,Won,,34.1,55.6,,,,Velvet Comet Athletic,0.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,34,11,Velvet Comet Athletic,Cooper Wright,7,Right Wing,Pass,Complete,James Lee,74.4,44.9,94.2,28.9,,Velvet Comet Athletic,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,34,39,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Shot,Off Target,,101,46,,,0.08,Velvet Comet Athletic,0.8,,Under pressure,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,34,58,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Incomplete,Noah Singh,34.9,25.0,57.6,35.9,,Aurora Forge FC,1.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,35,21,Velvet Comet Athletic,Alexander Young,3,Left Back,Pass,Complete,Thomas Evans,33.5,41.9,18.6,57.0,,Velvet Comet Athletic,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,35,21,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Joshua Hall,49.3,45.5,77.4,59.7,,Velvet Comet Athletic,0.7,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,36,9,Aurora Forge FC,Max Anderson,9,Striker,Duel,Won,,20.1,24.3,,,,Aurora Forge FC,0.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,36,53,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Archie Brown,66.0,5.0,60.0,7.5,,Aurora Forge FC,1.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,36,59,Aurora Forge FC,Jack Murphy,5,Centre Back,Pressure,Applied,,41.4,9.8,,,,Aurora Forge FC,0.7,,,#6A3DB8,#18A6A6
